City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
519,Birjand,IR,2022-12-27 22:38:59,32.8663,59.2211,36.07,87,0,6.91,clear sky
520,Tabuk,PH,2022-12-27 22:38:59,17.4189,121.4443,67.03,93,100,2.95,overcast clouds
521,Mabaruma,GY,2022-12-27 22:38:59,8.2,-59.7833,71.44,98,41,3.27,scattered clouds
522,Bandipur,NP,2022-12-27 22:39:00,27.9333,84.4167,40.21,63,0,2.8,clear sky
523,Escuinapa,MX,2022-12-27 22:39:00,22.85,-105.8,79.39,39,0,7.2,clear sky
524,Dekar,BW,2022-12-27 22:39:00,-21.5333,21.9333,78.73,45,54,1.86,light rain
525,Urusha,RU,2022-12-27 22:39:00,54.05,122.9,-5.85,94,100,2.84,overcast clouds
526,Camana,PE,2022-12-27 22:39:01,-16.6228,-72.7111,72.32,83,82,10.54,broken clouds
527,Saint Austell,GB,2022-12-27 22:39:01,50.3383,-4.7658,53.44,100,75,13.8,broken clouds
528,Suicheng,CN,2022-12-27 22:39:01,33.8963,117.9331,26.8,53,37,5.97,scattered clouds
529,Tumkur,IN,2022-12-27 22:39:02,13.3422,77.1017,67.48,88,95,5.86,overcast clouds
530,Udgir,IN,2022-12-27 22:39:02,18.3833,77.1167,73.4,57,98,3.76,overcast clouds
531,Camopi,GF,2022-12-27 22:39:02,3.1655,-52.3158,72.88,99,99,2.48,overcast clouds
532,Manta,EC,2022-12-27 22:38:01,-0.95,-80.7333,82.18,74,75,8.05,broken clouds
533,Chaman,PK,2022-12-27 22:39:03,30.9236,66.4512,48.07,77,100,4.09,overcast clouds
534,Aripuana,BR,2022-12-27 22:39:03,-9.1667,-60.6333,76.5,88,98,2.75,overcast clouds
535,Seryshevo,RU,2022-12-27 22:39:03,51.0933,128.3786,-7.42,100,99,2.89,overcast clouds
536,Valdivia,CL,2022-12-27 22:39:03,-39.8142,-73.2459,69.89,38,60,4.47,broken clouds
537,Brighton,GB,2022-12-27 22:39:04,50.8284,-0.1395,50.81,93,100,24.0,overcast clouds
538,Zelenokumsk,RU,2022-12-27 22:39:04,44.4069,43.8806,34.86,81,87,5.5,overcast clouds
539,Pitimbu,BR,2022-12-27 22:39:04,-7.4706,-34.8086,81.19,78,48,12.1,scattered clouds
540,Madang,PG,2022-12-27 22:39:05,-5.2246,145.7966,80.4,79,94,6.55,overcast clouds
541,Abu Samrah,SY,2022-12-27 22:39:05,35.3029,37.1841,44.64,87,0,6.22,clear sky
542,Kholtoson,RU,2022-12-27 22:39:05,50.2981,103.3097,-11.94,96,24,4.36,few clouds
543,Monterey,US,2022-12-27 22:37:32,36.2505,-121.2516,55.17,1,100,2.55,overcast clouds
544,Ouesso,CG,2022-12-27 22:39:06,1.6136,16.0517,71.33,52,60,1.32,broken clouds
545,Baturinskaya,RU,2022-12-27 22:39:06,45.7927,39.3707,46.13,81,100,15.32,moderate rain
546,Nabire,ID,2022-12-27 22:39:06,-3.3667,135.4833,76.62,86,100,2.73,overcast clouds
547,Itaituba,BR,2022-12-27 22:39:07,-4.2761,-55.9836,77.16,94,75,0.0,broken clouds
548,Akdepe,TM,2022-12-27 22:39:07,42.0551,59.3788,28.49,52,8,6.35,clear sky
549,Gokak,IN,2022-12-27 22:39:07,16.1667,74.8333,71.11,71,78,5.06,broken clouds
550,Montevideo,UY,2022-12-27 22:35:54,-34.8335,-56.1674,79.83,52,75,9.22,broken clouds
551,Sept-Iles,CA,2022-12-27 22:35:20,50.2001,-66.3821,8.6,63,20,9.22,few clouds
552,Constitucion,CL,2022-12-27 22:40:08,-35.3333,-72.4167,62.89,72,17,11.83,few clouds
553,Fredericksburg,US,2022-12-27 22:36:31,38.3032,-77.4605,39.42,50,0,0.0,clear sky
554,Bathsheba,BB,2022-12-27 22:40:09,13.2167,-59.5167,79.41,73,20,19.57,few clouds
555,Valle Hermoso,MX,2022-12-27 22:40:09,25.6667,-97.8333,67.89,43,0,9.55,clear sky
556,Gravdal,NO,2022-12-27 22:40:09,68.1214,13.5031,37.29,56,75,11.5,light rain
557,Save,BJ,2022-12-27 22:40:10,8.0425,2.486,81.79,25,3,6.73,clear sky
558,Kemin,KG,2022-12-27 22:40:10,42.7846,75.6892,28.27,47,4,9.48,clear sky
559,Kampot,KH,2022-12-27 22:40:11,10.6167,104.1833,62.65,71,100,3.69,overcast clouds
560,Itaqui,BR,2022-12-27 22:40:11,-29.1253,-56.5531,68.27,84,97,2.68,overcast clouds
561,Lashio,MM,2022-12-27 22:40:11,22.9333,97.75,48.22,97,7,1.86,clear sky
562,Tromso,NO,2022-12-27 22:40:12,69.6496,18.957,30.22,59,0,21.85,clear sky
563,Solwezi,ZM,2022-12-27 22:40:12,-12.1688,26.3894,62.31,96,100,3.56,overcast clouds
564,Yingcheng,CN,2022-12-27 22:40:13,30.95,113.55,37.02,56,99,5.93,overcast clouds
565,Boone,US,2022-12-27 22:40:13,39.0334,-92.3335,37.65,59,45,1.99,scattered clouds
566,Diego De Almagro,CL,2022-12-27 22:40:13,-26.3667,-70.05,73.2,29,0,9.06,clear sky
567,Oranjemund,NA,2022-12-27 22:40:14,-28.55,16.4333,61.84,91,0,7.02,clear sky
568,Camocim,BR,2022-12-27 22:40:14,-2.9022,-40.8411,80.26,77,95,15.61,overcast clouds
569,Nago,JP,2022-12-27 22:40:15,26.5881,127.9761,59.85,79,45,7.85,scattered clouds
570,Beyneu,KZ,2022-12-27 22:40:15,45.3167,55.2,24.44,88,73,7.18,broken clouds
571,Savelugu,GH,2022-12-27 22:40:16,9.6244,-0.8253,77.79,22,13,6.73,few clouds
572,Talas,TR,2022-12-27 22:40:16,38.6908,35.5538,25.47,93,63,2.3,broken clouds
573,Riviere-Au-Renard,CA,2022-12-27 22:40:16,48.9957,-64.3971,16.09,76,100,15.35,overcast clouds
574,Namibe,AO,2022-12-27 22:40:17,-15.1961,12.1522,71.04,74,13,4.65,few clouds
575,Ilinskiy,RU,2022-12-27 22:40:17,55.619,38.1182,30.58,93,100,11.18,light snow
576,Kalmunai,LK,2022-12-27 22:40:17,7.4167,81.8167,75.09,90,23,2.35,few clouds
577,Clarence Town,AU,2022-12-27 22:40:18,-32.5833,151.7833,79.14,38,1,4.03,clear sky
578,Klaeng,TH,2022-12-27 22:40:19,12.7797,101.6483,70.02,100,89,3.09,overcast clouds
579,Niesky,DE,2022-12-27 22:40:20,51.2924,14.8211,39.22,87,56,9.08,broken clouds
580,Stromness,GB,2022-12-27 22:40:21,58.965,-3.296,42.87,91,100,21.0,overcast clouds
581,Leshukonskoye,RU,2022-12-27 22:40:22,64.8989,45.7622,3.33,93,71,7.23,broken clouds
582,Pizarro,CO,2022-12-27 22:40:22,4.9533,-77.366,76.35,87,47,5.95,scattered clouds
583,Mishelevka,RU,2022-12-27 22:40:23,52.8575,103.1719,-7.83,99,91,3.06,overcast clouds
584,Ratnagiri,IN,2022-12-27 22:40:24,16.9833,73.3,74.44,68,16,4.07,few clouds
585,Bekhteyevka,RU,2022-12-27 22:35:26,50.8072,37.2085,34.7,99,100,8.25,overcast clouds
586,Bijapur,IN,2022-12-27 22:40:25,16.8333,75.7,72.93,67,60,8.23,broken clouds
587,Campos Belos,BR,2022-12-27 22:40:25,-13.0367,-46.7717,69.17,92,97,1.92,overcast clouds
588,Bozhou,CN,2022-12-27 22:40:26,33.8772,115.7703,28.33,38,49,4.38,scattered clouds
589,Chinsali,ZM,2022-12-27 22:40:26,-10.5414,32.0816,63.07,98,100,1.19,light rain
590,Ucluelet,CA,2022-12-27 22:40:27,48.9329,-125.5528,46.09,94,100,7.0,overcast clouds
591,Adre,TD,2022-12-27 22:40:27,13.4667,22.2,60.55,32,0,17.16,clear sky
592,San Clemente,US,2022-12-27 22:40:29,33.427,-117.612,70.27,83,100,4.99,overcast clouds
593,Andros Town,BS,2022-12-27 22:40:30,24.7,-77.7667,73.36,74,100,14.38,overcast clouds
594,Shimoda,JP,2022-12-27 22:40:30,34.6667,138.95,42.1,73,9,8.3,clear sky
595,Nyurba,RU,2022-12-27 22:40:31,63.2842,118.3319,1.15,95,100,10.47,overcast clouds
596,Lorca,ES,2022-12-27 22:41:31,37.6712,-1.7017,52.11,62,33,1.21,scattered clouds
597,Barahona,DO,2022-12-27 22:41:31,18.2085,-71.1008,80.42,83,40,0.0,scattered clouds
598,Artyom,AZ,2022-12-27 22:41:31,40.4723,50.333,41.14,75,100,11.03,overcast clouds
599,Balassagyarmat,HU,2022-12-27 22:41:32,48.073,19.2961,40.28,80,86,4.14,overcast clouds
600,Grand Island,US,2022-12-27 22:38:13,40.925,-98.342,43.09,64,0,13.8,clear sky
601,Prince Rupert,CA,2022-12-27 22:40:47,54.3161,-130.3201,40.69,91,75,6.91,broken clouds
602,Sulangan,PH,2022-12-27 22:41:32,11.1373,123.7228,79.14,83,100,21.68,moderate rain
603,Luhyny,UA,2022-12-27 22:41:32,51.082,28.4006,33.57,92,100,12.97,overcast clouds
604,Mokhsogollokh,RU,2022-12-27 22:41:33,61.4681,128.9203,-34.42,100,33,2.17,scattered clouds
605,Ormara,PK,2022-12-27 22:41:33,25.2088,64.6357,71.67,77,25,4.76,scattered clouds
606,Khasan,RU,2022-12-27 22:41:33,42.4308,130.6434,15.93,65,88,16.91,overcast clouds
607,Champerico,GT,2022-12-27 22:41:34,14.3,-91.9167,90.14,67,0,7.74,clear sky
608,Valentin Gomez Farias,MX,2022-12-27 22:41:34,28.2167,-106.5833,70.07,14,50,6.96,scattered clouds
609,Port-Gentil,GA,2022-12-27 22:41:34,-0.7193,8.7815,81.32,78,64,7.72,broken clouds
610,Soe,ID,2022-12-27 22:41:34,-9.8607,124.284,69.75,84,100,3.04,overcast clouds
611,Sur,OM,2022-12-27 22:41:35,22.5667,59.5289,71.98,77,3,9.46,clear sky
612,Mount Isa,AU,2022-12-27 22:41:35,-20.7333,139.5,80.37,74,100,12.66,overcast clouds
613,Rabaul,PG,2022-12-27 22:41:35,-4.1967,152.1721,82.69,71,77,8.66,broken clouds
614,Mitu,CO,2022-12-27 22:41:36,1.1983,-70.1733,79.3,68,100,1.99,overcast clouds
615,Mayo,US,2022-12-27 22:41:36,38.8876,-76.5119,39.31,62,0,6.91,clear sky
616,Kyra,RU,2022-12-27 22:41:36,49.5776,111.9753,-6.16,93,99,5.57,overcast clouds
617,Anloga,GH,2022-12-27 22:41:36,5.7947,0.8973,79.54,73,37,6.49,scattered clouds
618,Santa Fe,AR,2022-12-27 22:40:46,-31.6333,-60.7,86.02,27,19,4.0,light rain
619,Ossora,RU,2022-12-27 22:41:37,59.2353,163.0719,11.79,66,10,8.32,clear sky
620,Betioky,MG,2022-12-27 22:41:37,-23.7167,44.3833,73.22,90,69,1.3,broken clouds
621,Luang Prabang,LA,2022-12-27 22:41:37,19.8856,102.1347,61.74,91,78,1.28,broken clouds
622,Caninde,BR,2022-12-27 22:41:38,-4.3589,-39.3117,80.94,56,91,3.87,overcast clouds
623,Portland,US,2022-12-27 22:37:39,45.5234,-122.6762,47.57,92,100,11.99,moderate rain
624,Rameswaram,IN,2022-12-27 22:41:38,9.2833,79.3,79.43,79,7,10.27,clear sky
625,Liverpool,GB,2022-12-27 22:41:04,53.4106,-2.9779,47.52,89,75,9.22,broken clouds
626,Moussoro,TD,2022-12-27 22:41:38,13.6408,16.4901,64.8,25,0,13.49,clear sky
627,Hurghada,EG,2022-12-27 22:37:28,27.2574,33.8129,60.84,51,0,10.36,clear sky
628,Bardiyah,LY,2022-12-27 22:41:39,31.7561,25.0865,60.33,80,7,8.5,clear sky
629,Uralets,RU,2022-12-27 22:41:39,57.6614,59.6497,-2.2,97,29,3.89,scattered clouds
630,Stykkisholmur,IS,2022-12-27 22:41:39,65.0757,-22.7297,23.95,71,96,23.31,overcast clouds
631,Quatre Cocos,MU,2022-12-27 22:41:40,-20.2078,57.7625,78.91,74,20,12.66,few clouds
632,Sernur,RU,2022-12-27 22:41:40,56.9333,49.1536,-3.19,100,100,6.44,overcast clouds
633,Talaya,RU,2022-12-27 22:41:40,61.3833,152.75,-19.77,100,100,2.59,overcast clouds
634,Spanaway,US,2022-12-27 22:41:40,47.104,-122.4346,48.78,91,100,11.5,light rain
635,Madimba,TZ,2022-12-27 22:41:41,-10.4,40.3333,74.34,90,37,3.94,scattered clouds
636,Bisho,ZA,2022-12-27 22:41:41,-32.8472,27.4422,63.97,80,5,3.02,clear sky
637,Port Blair,IN,2022-12-27 22:41:41,11.6667,92.75,78.84,73,20,2.3,haze
638,Sevsk,RU,2022-12-27 22:41:42,52.1491,34.4926,32.25,99,100,7.96,light snow
639,Vangaindrano,MG,2022-12-27 22:41:42,-23.35,47.6,73.13,91,10,4.63,light rain
640,Pandan,PH,2022-12-27 22:41:42,14.0453,124.1694,78.08,76,100,18.16,overcast clouds
641,Meridian,US,2022-12-27 22:41:38,43.6121,-116.3915,56.25,54,0,8.05,clear sky
642,Blytheville,US,2022-12-27 22:38:55,35.9273,-89.919,39.42,70,0,8.05,clear sky
643,Warrnambool,AU,2022-12-27 22:38:42,-38.3833,142.4833,60.69,84,100,17.36,overcast clouds
644,San Jose,US,2022-12-27 22:41:26,37.3394,-121.895,58.05,93,100,7.0,mist
645,Babayurt,RU,2022-12-27 22:42:43,43.6002,46.7789,34.0,89,27,7.23,scattered clouds
646,San Vicente,AR,2022-12-27 22:42:43,-26.6167,-54.1333,62.78,99,99,5.59,light rain
647,Nikolayevsk-Na-Amure,RU,2022-12-27 22:42:43,53.1406,140.73,-9.2,98,48,3.76,scattered clouds
648,Lincoln,US,2022-12-27 22:38:51,40.8,-96.667,37.31,68,0,16.11,clear sky
649,Newport,GB,2022-12-27 22:39:53,51.5877,-2.9984,52.45,92,100,19.26,overcast clouds
650,Zhanaozen,KZ,2022-12-27 22:42:44,43.3,52.8,29.5,84,39,2.93,scattered clouds
651,Cortez,US,2022-12-27 22:42:44,37.3489,-108.5859,50.76,40,100,9.22,overcast clouds
652,Biak,ID,2022-12-27 22:42:44,-0.9131,122.8766,77.4,82,100,3.11,overcast clouds
653,Impfondo,CG,2022-12-27 22:42:45,1.6381,18.0667,72.01,51,92,1.77,overcast clouds
654,Nyrob,RU,2022-12-27 22:42:45,60.733,56.7202,-1.44,99,100,2.39,overcast clouds
655,Embonas,GR,2022-12-27 22:42:45,36.2269,27.8564,53.73,79,8,3.24,clear sky
656,Iskateley,RU,2022-12-27 22:42:46,67.6803,53.1512,11.95,91,100,10.07,overcast clouds
657,Trzcianka,PL,2022-12-27 22:42:46,53.0406,16.4563,33.1,96,35,9.15,scattered clouds
658,Bara,NG,2022-12-27 22:42:46,10.3744,10.7288,66.67,34,2,11.1,clear sky
659,Carutapera,BR,2022-12-27 22:42:46,-1.195,-46.02,78.1,82,67,7.0,broken clouds
660,Makakilo City,US,2022-12-27 22:42:47,21.3469,-158.0858,81.45,58,0,13.8,clear sky
661,Povenets,RU,2022-12-27 22:42:47,62.8487,34.8262,18.45,94,100,12.75,light snow
662,Lata,PT,2022-12-27 22:42:47,40.1629,-8.3327,50.83,96,3,3.09,clear sky
663,Cazanesti,RO,2022-12-27 22:42:48,44.6167,27.0167,41.59,76,86,7.31,overcast clouds
664,Grandview,US,2022-12-27 22:42:48,38.8858,-94.533,37.08,63,0,17.27,clear sky
665,San Carlos De Bariloche,AR,2022-12-27 22:41:16,-41.1456,-71.3082,67.75,14,0,21.85,clear sky
666,Ugoofaaru,MV,2022-12-27 22:42:48,5.6667,73.0,81.14,72,58,2.82,broken clouds
667,Vresina,CZ,2022-12-27 22:42:49,49.8242,18.1257,36.73,86,0,10.36,clear sky
668,Dunedin,NZ,2022-12-27 22:42:49,-45.8742,170.5036,67.1,68,13,11.97,few clouds
669,Eslov,SE,2022-12-27 22:42:44,55.8393,13.3039,38.43,94,43,10.42,scattered clouds
670,Ust-Kuyga,RU,2022-12-27 22:42:49,70.0167,135.6,-26.14,99,99,7.47,overcast clouds
671,Najran,SA,2022-12-27 22:42:13,17.4924,44.1277,61.45,63,41,4.5,scattered clouds
672,Visnes,NO,2022-12-27 22:42:49,59.3556,5.2242,37.22,86,75,12.66,broken clouds
673,Qeshm,IR,2022-12-27 22:42:50,26.9581,56.2719,62.49,74,53,3.83,light rain
674,Dargaville,NZ,2022-12-27 22:42:50,-35.9333,173.8833,76.05,56,6,5.17,clear sky
675,Huaicheng,CN,2022-12-27 22:42:50,23.9051,112.1931,44.98,67,59,2.98,broken clouds
676,Sagua De Tanamo,CU,2022-12-27 22:42:51,20.5819,-75.2414,74.89,81,1,3.51,clear sky
677,Grimshaw,CA,2022-12-27 22:42:51,56.1834,-117.6027,-0.78,85,100,13.8,light snow
678,Muli,MV,2022-12-27 22:42:51,2.9167,73.5667,81.63,70,86,8.12,overcast clouds
679,Launceston,AU,2022-12-27 22:42:51,-41.45,147.1667,74.84,68,40,21.85,heavy intensity rain
680,Sinegorye,RU,2022-12-27 22:42:52,62.0788,150.477,-19.7,100,96,1.86,overcast clouds
681,Gryfice,PL,2022-12-27 22:42:52,53.9165,15.2003,34.05,95,23,11.45,few clouds
682,Cravo Norte,CO,2022-12-27 22:42:52,6.3017,-70.2041,81.66,60,98,5.3,overcast clouds
683,Bondo,CD,2022-12-27 22:42:53,3.8146,23.6866,68.43,45,100,3.2,overcast clouds
684,Sola,VU,2022-12-27 22:42:53,-13.8833,167.55,80.69,71,100,4.59,overcast clouds
685,Am Timan,TD,2022-12-27 22:42:53,11.0297,20.2827,68.07,27,0,5.86,clear sky
686,Banikoara,BJ,2022-12-27 22:42:54,11.2985,2.4386,71.2,28,4,5.61,clear sky
687,Manali,IN,2022-12-27 22:42:54,13.1667,80.2667,78.89,85,10,3.04,clear sky
688,Thunder Bay,CA,2022-12-27 22:42:04,48.4001,-89.3168,22.98,86,100,9.22,snow
689,Navahrudak,BY,2022-12-27 22:42:54,53.6,25.8333,31.6,96,100,12.82,light snow
690,Estelle,US,2022-12-27 22:42:54,29.8458,-90.1067,57.2,51,40,6.91,scattered clouds
691,Lubango,AO,2022-12-27 22:42:55,-14.9172,13.4925,61.83,70,36,3.44,scattered clouds
692,Petropavlovsk-Kamchatskiy,RU,2022-12-27 22:43:55,53.0452,158.6483,9.19,56,0,11.18,clear sky
693,Egvekinot,RU,2022-12-27 22:43:55,66.3167,-179.1667,-8.41,71,0,21.23,clear sky
694,Zacualpan,MX,2022-12-27 22:43:56,21.25,-105.1667,94.62,49,0,2.82,clear sky
695,Karratha,AU,2022-12-27 22:43:56,-20.7377,116.8463,81.97,70,44,9.35,scattered clouds
696,Griffith,US,2022-12-27 22:43:56,41.5284,-87.4237,24.06,76,0,11.5,clear sky
697,Troina,IT,2022-12-27 22:43:57,37.7854,14.5985,46.85,44,46,5.57,scattered clouds
698,Meadow Lake,US,2022-12-27 22:43:57,34.8014,-106.5436,55.96,32,92,9.01,overcast clouds
699,Muros,ES,2022-12-27 22:43:57,42.7762,-9.0603,48.09,94,55,12.71,broken clouds
700,Nelson Bay,AU,2022-12-27 22:43:57,-32.7167,152.15,79.09,66,3,8.99,clear sky
701,Narathiwat,TH,2022-12-27 22:43:58,6.3333,101.75,73.26,88,99,3.49,overcast clouds
702,Hamilton,US,2022-12-27 22:40:30,39.1834,-84.5333,33.24,84,100,6.91,haze
703,Amalapuram,IN,2022-12-27 22:43:58,16.5833,82.0167,71.51,97,61,2.44,broken clouds
